uri,Year,Name,Director,Runtime,Cast,Poster,Countries,Languages,Genres,Watches
b2La,2016,Lion,Garth Davis,118,"['Dev Patel', 'Rooney Mara', 'David Wenham', 'Nicole Kidman', 'Abhishek Bharate', 'Divian Ladwa', 'Priyanka Bose', 'Deepti Naval', 'Tannishtha Chatterjee', 'Nawazuddin Siddiqui', 'Sunny Pawar', 'Keshav Jadhav', 'Benjamin Rigby', 'Riddhi Sen', 'Rita Boy', 'Arka Das', 'Emilie Cocquerel', 'Sachin Joab', 'Menik Gooneratne', 'Anna Samson', 'Eamon Farren', 'Tegan Crowley', 'Belinda Misevski', 'Lucy Moir']",,"['Australia', 'UK', 'USA']","['English', 'Bengali, Bangla', 'Hindi']",['drama'],"[datetime.datetime(2021, 7, 20, 0, 0)]"
iS3I,2020,Happiest Season,Clea DuVall,102,"['Kristen Stewart', 'Mackenzie Davis', 'Alison Brie', 'Aubrey Plaza', 'Dan Levy', 'Mary Holland', 'Victor Garber', 'Mary Steenburgen', 'Ana Gasteyer', 'Jake McDorman', 'Burl Moseley', 'Sarayu Blue', 'Caroline Harris', 'Jenny Gulley', 'Dominique Allen Lawson', 'Michelle Buteau', 'Carla Gallo', 'Timothy Simons', 'Lauren Lapkus', 'Jinkx Monsoon', 'BenDeLaCreme', ""Anis N'Dobe"", ""Asiyih N'Dobe"", 'Sean Michael Weber', 'Sarab Kamoo', 'Chelsea Banglesdorf', 'Liron Blumenthal', 'Daryn Kahn', 'Matt Newell']",,['USA'],['English'],"['comedy', 'romance']","[datetime.datetime(2021, 8, 25, 0, 0)]"
1MTO,2004,Speak,Jessica Sharzer,89,"['Kristen Stewart', 'Elizabeth Perkins', 'Steve Zahn', 'Michael Angarano', 'D.B. Sweeney', 'Hallee Hirsh', 'Robert John Burke', 'Allison Siko', 'Eric Lively', 'Richard Hagerman', 'Remy Brommer', 'Grace Ameter', 'Tyanna Rolley', 'Leslie Lyles', 'Kimberly Kish', 'Megan Pillar', 'Jamie Lee White', 'Christina Hardebeck', 'Caitlyn Folley', 'Tony Roseboro', 'Susan Gardner', 'Arron Kinser']",,['USA'],['English'],['drama'],"[datetime.datetime(2021, 9, 1, 0, 0)]"
2a9q,1999,Fight Club,David Fincher,139,"['Edward Norton', 'Brad Pitt', 'Helena Bonham Carter', 'Meat Loaf', 'Jared Leto', 'Zach Grenier', 'Holt McCallany', 'Eion Bailey', 'Richmond Arquette', 'David Andrews', 'Christina Cabot', 'Tim DeZarn', 'Ezra Buzzington', 'Bob Stephenson', 'David Lee Smith', 'Carl Ciarfalio', 'Stuart Blumberg', 'Mark Fite', 'Matt Winston', 'Lauren Sánchez', 'Thom Gossom Jr.', 'Markus Redmond', 'Van Quattro', 'Michael Girardin', 'David Jean Thomas', 'Paul Carafotes', 'Christopher John Fields', 'Michael Shamus Wiles', 'George Maguire']",,"['Germany', 'USA']",['English'],['drama'],"[datetime.datetime(2021, 9, 22, 0, 0)]"
eaai,2018,Ocean's Eight,Gary Ross,111,"['Sandra Bullock', 'Cate Blanchett', 'Anne Hathaway', 'Mindy Kaling', 'Sarah Paulson', 'Awkwafina', 'Rihanna', 'Helena Bonham Carter', 'Richard Armitage', 'James Corden', 'Dakota Fanning', 'Nathanya Alexander', 'Damian Young', 'Griffin Dunne', 'Michael Gandolfini', 'Elliott Gould', 'Marlo Thomas', 'Dana Ivey', 'Mary Louise Wilson', 'Elizabeth Ashley', 'Anna Wintour', 'Zayn Malik', 'Maria Sharapova', 'Serena Williams', 'Kim Kardashian West', 'Common', 'Adriana Lima', 'Desiigner', 'Kylie Jenner']",,['USA'],"['English', 'German']","['action', 'comedy', 'crime']","[datetime.datetime(2021, 9, 18, 0, 0)]"
jkPq,2019,Portrait of a Lady on Fire,Céline Sciamma,120,"['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino', 'Christel Baras', 'Armande Boulanger', 'Guy Delamarche', 'Clément Bouyssou', 'Michèle Clément', 'Cécile Morel']",https://a.ltrbxd.com/resized/film-poster/4/6/0/8/3/0/460830-portrait-of-a-lady-on-fire-0-230-0-345-crop.jpg?k=159cbac973,['France'],"['French', 'Italian']","['history', 'drama', 'romance']","[datetime.datetime(2021, 9, 19, 0, 0), datetime.datetime(2022, 2, 14, 0, 0), datetime.datetime(2022, 7, 28, 0, 0)]"
idV0,2018,Sudani from Nigeria,Zakariya Mohammed,123,"['Soubin Shahir', 'Samuel Abiola Robinson', 'Savithri Sreedharan', 'Sarasa Balussery', 'K T C Abdullah', 'Lukman Avaran', 'Abhiram Poduval', 'Aneesh G Menon', 'Navas Vallikkunnu', 'Sidheek Kodiyathur', 'Ashraf Thangal', 'Mashar Hamsa', 'Ashraf Hamsa', 'Najeeb Kuttippuram', 'Hikmathulla', 'Unni Nair', 'Nasar Karutheni']",,['India'],"['Malayalam', 'English', 'Yoruba']","['drama', 'family', 'comedy']",[]
eu2y,2016,Guppy,Johnpaul George,158,"['Chethan Jayalal', 'Tovino Thomas', 'Sreenivasan', 'Rohini', 'Sudheer Karamana', 'Noby Marcose', 'Dileesh Pothan', 'Alencier Ley Lopez', 'K L Antony Kochi', 'Poojappura Ravi', 'Nandana Varma', 'Devi Ajith', 'V. T. Vijilesh', 'Vijayan Karanthoor', 'Sudhi Koppa', 'Chembil Ashokan', 'Pauly Valsan', 'P N Sunny', 'Vishnu Purushan']",,['India'],['Malayalam'],['drama'],[]
7rnE,2014,1983,Abrid Shine,134,"['Nivin Pauly', 'Nikki Galrani', 'Anoop Menon', 'Joy Mathew', 'Srindaa', 'Saiju Kurup', 'Seema G Nair', 'Jacob Gregory', 'Joju George', 'Sharaf U Dheen', 'Dinesh Prabhakar', 'Shereej K. Basheer', 'Nandan Unni', 'Bhagath Abrid', 'Prajod Kalabhavan', 'Binoy Antony', 'Neeraj Madhav', 'Shibu Maradu', 'Jiyad', 'Sui Joseph', 'Madan Mohan', 'Padmanabhan Prasanth', 'Nandu Poduval', 'Priyanka Anoop', 'Valsala Menon', 'Santhakumari', 'Ambika Mohan', 'Arun', 'Sanju Sivaram']",,['India'],['Malayalam'],['drama'],[]
cghg,2015,Ennu Ninte Moideen,R. S. Vimal,167,"['Parvathy Thiruvothu', 'Prithviraj Sukumaran', 'Tovino Thomas', 'Saikumar', 'Bala', 'Lenaa', 'Sudheer Karamana', 'Sudheesh', 'Shivaji Guruvayoor', 'Kalaranjini', 'Surabhi Lakshmi', 'Indrans', 'Sneha Raj', 'Sija Rose', 'Shilpa Raj', 'George Tharakan K.J', 'Vijayan Karanthoor']",,['India'],['Malayalam'],"['romance', 'drama']",[]
c3Qi,2015,Kunjiramayanam,Basil Joseph,125,"['Vineeth Sreenivasan', 'Dhyan Sreenivasan', 'Mamukkoya', 'Aju Varghese', 'Neeraj Madhav', 'Deepak Parambol', 'Srindaa', 'Arya Babu', 'Sneha Unnikrishnan', 'Seema G Nair', 'Biju Menon', 'Rimi Tomy', 'Hareesh Perumanna', 'Bijukuttan', 'Indrans', 'Sudheer Karamana', 'K. T. S. Padannayil', 'Basil Joseph', 'Pradeep Kottayam', 'Dinesh Prabhakar', 'Kulappulli Leela', 'Disney James', 'Shivaji Guruvayoor', 'Sasi Kalinga', 'Purushan Kottayam']",,['India'],['Malayalam'],"['comedy', 'drama']",[]
nEuq,2019,Vikruthi,Emcy Joseph,123,"['Suraj Venjaramoodu', 'Soubin Shahir', 'Surabhi Lakshmi', 'Vincy Aloshious', 'Mamukkoya', 'Jaffer Idukki', 'Irshad Ali', 'Baburaj', 'Sudhi Koppa', 'Bhagath Manuel', 'Sudheer Karamana', 'Balu Varghese', 'Mareena Michael', 'Shivaji Guruvayoor', 'Gracy Soudi', 'Riya Saira', 'Meghanathan', 'Mamitha Baiju']",,['India'],['Malayalam'],"['drama', 'comedy']",[]
dgWA,2016,Action Hero Biju,Abrid Shine,144,"['Nivin Pauly', 'Joju George', 'Saiju Kurup', 'Major Ravi', 'Anu Emmanuel', 'Rony David Raj', 'Sreeja Das', 'Prajod Kalabhavan', 'Suraj Venjaramoodu', 'Rohini', 'Meghanathan', 'V. Suresh Thampanoor', 'Jude Anthany Joseph', 'Abhija Sivakala', 'Kochu Preman', 'Sajan Palluruthy', 'Balachandran Chullikkadu', 'Valsala Menon', 'Devi Ajith', 'Sohan Seenulal', 'Ambika Mohan', 'Jayashri Sivadas', 'Vinduja Menon', 'Azees Nedumangad', 'Madan Mohan', 'Madhu Mohan', 'Bobby Mohan', 'Manju Vani', 'Maala Parvathi']",,['India'],['Malayalam'],"['crime', 'action', 'comedy']",[]
dxM8,2016,Jacob's Kingdom of Heaven,Vineeth Sreenivasan,145,"['Nivin Pauly', 'Renji Panicker', 'Lakshmi Ramakrishnan', 'Aima Sebastian', 'Sreenath Bhasi', 'Reba Monica John', 'Stacen Varghese', 'Saikumar', 'Vineeth Sreenivasan', 'Ashwin Kumar', 'T G Ravi', 'Dinesh Prabhakar', 'Aju Varghese']",,['India'],"['Malayalam', 'Arabic', 'English', 'Hindi', 'Tamil']","['drama', 'family']",[]
3YPo,2012,Thattathin Marayathu,Vineeth Sreenivasan,126,"['Nivin Pauly', 'Isha Talwar', 'Aju Varghese', 'Sreenivasan', 'Manoj K Jayan', 'Aparna Nair', 'Ramu', 'Bhagath Manuel', 'Manikuttan', 'Nivetha Thomas', 'Sunny Wayne', 'Pradeep Kottayam', 'Vanitha Krishnachandran', 'Srindaa', 'Deepak Parambol', 'Ahmed Sidhique', 'John Kaippallil', 'Anwar Shereef']",,['India'],['Malayalam'],['romance'],[]
88f4,2014,How Old Are You,Rosshan Andrrews,141,"['Manju Warrier', 'Kunchacko Boban', 'Amritha Anilkumar', 'Kaniha', 'Vinay Forrt', 'Vanitha Krishnachandran', 'Suraj Venjaramoodu', 'Muthumani Somasundaran', 'Siddhartha Basu', 'Kunchan', 'Kalaranjini', 'Sethu Lakshmi', 'Idavela Babu', 'Prem Prakash', 'Devan', 'Sudheer Karamana', 'Jayakrishnan', 'Shankar Ramakrishnan', 'Jayaraj Warrier', 'Thezni Khan']",,['India'],['Malayalam'],"['drama', 'family']",[]
eWB2,2016,Aanandam,Ganesh Raj,134,"['Siddhi Mahajankatti', 'Thomas Mathew', 'Vishak Nair', 'Arun Kurian', 'Roshan Mathew', 'Annu Antony', 'Anarkali Marikar', 'Vinitha Koshy', 'Nivin Pauly', 'Rony David Raj', 'Pradeep Kottayam', 'Aju Varghese', 'Rajesh Sharma']",,['India'],"['Malayalam', 'English']","['adventure', 'comedy', 'romance']",[]
8R2O,2014,Vikramadithyan,Lal Jose,143,"['Dulquer Salmaan', 'Unni Mukundan', 'Namitha Pramod', 'Anoop Menon', 'Lenaa', 'Sadiq', 'Joy Mathew', 'Sidhartha Siva', 'Santhosh Keezhattoor', 'Charmila', 'Nivin Pauly', 'Sana Althaf', 'Ilhan Layiq', 'Chethan Jayalal']",,['India'],['Malayalam'],['drama'],[]
eegu,2016,Oppam,Priyadarshan,157,"['Mohanlal', 'Samuthirakani', 'Nedumudi Venu', 'Meenakshi', 'Anusree Nair', 'Renji Panicker', 'Vimala Raman', 'Mamukkoya', 'Chemban Vinod Jose', 'Hareesh Perumanna', 'Kalabhavan Shajon', 'Aju Varghese', 'Arjun Nandhakumar', 'Kunchan', 'Kalasala Babu', 'Pradeep Chandran', 'Innocent', 'Bineesh Kodiyeri', 'Devshi Khanduri', 'Sona Heiden', 'Arun Benny', 'Anjali Aneesh Upasana', 'Siddique', 'Antony Perumbavoor', 'Chethan Jayalal', 'Balaji Sarma', 'Manikuttan', 'Sreelatha Namboothiri', 'Kaviyoor Ponnamma']",,['India'],['Malayalam'],['thriller'],[]
iW6Q,2018,Aravindante Athidhikal,M. Mohanan,122,"['Vineeth Sreenivasan', 'Sreenivasan', 'Nikhila Vimal', 'Urvashi', 'Aju Varghese', 'Prem Kumar', 'Kottayam Nazeer', 'Baiju Santhosh', 'Bijukuttan', 'Shanthi Krishna', 'Biju Dhwani Tharang']",,['India'],"['Malayalam', 'Kannada', 'Tamil']",['drama'],[]
fYym,2017,C/O Saira Banu,Antony Sony,119,"['Manju Warrier', 'Amala Akkineni', 'Shane Nigam', 'Niranjana Anoop', 'Raghavan', 'Jagadish', 'Ganesh Kumar', 'P Balachandran', 'Joy Mathew', 'Sujith Sankar', 'Indrans', 'John Paul', 'Sunil Sukhada', 'Biju Sopanam', 'Kochu Preman', 'Amith Chakalakkal', 'Jojet John', 'Vettukili Prakash', 'Mohanlal', 'Punnaseri Kanchana', 'Pauly Valsan', 'Nimisha Sajayan', 'Ashwin Mathew']",,['India'],"['Malayalam', 'Hindi']","['family', 'drama']",[]
7eQy,2014,What We Do in the Shadows,"Taika Waititi, Jemaine Clement",86,"['Taika Waititi', 'Jemaine Clement', 'Jonny Brugh', 'Cori Gonzalez-Macuer', 'Stu Rutherford', 'Ben Fransham', 'Jackie van Beek', 'Elena Stejko', 'Jason Hoyte', ""Karen O'Leary"", 'Mike Minogue', 'Chelsie Preston Crayford', 'Ian Harcourt', 'Ethel Robinson', 'Brad Harding', 'Isaac Heron', 'Yvette Parsons', 'Madeleine Sami', 'Aaron Jackson', 'Morgana Hills', 'Morag Hills', 'Frank Habicht', 'Moose Kapua', 'Denis Welch', 'Mario Gaoa', 'Kura Forrester', 'Luke Bonjers', 'Rhys Darby', 'Simon Vincent']",,"['New Zealand', 'USA']","['English', 'German']","['horror', 'comedy']","[datetime.datetime(2021, 9, 21, 0, 0)]"
bk7W,2016,Certain Women,Kelly Reichardt,107,"['Laura Dern', 'Kristen Stewart', 'Michelle Williams', 'Lily Gladstone', 'James Le Gros', 'Jared Harris', 'René Auberjonois', 'John Getz', 'Sara Rodier', 'Ashlie Atkinson', 'Guy Boyd', 'Edelen McWilliams', 'James Jordan', 'Matt McTighe', 'Joshua T. Fonokalafi', 'Zena Dell Lowe', 'Marceline Hugot']",,['USA'],['English'],['drama'],"[datetime.datetime(2021, 9, 21, 0, 0)]"
dWOS,2017,You Were Never Really Here,Lynne Ramsay,89,"['Joaquin Phoenix', 'Judith Roberts', 'Ekaterina Samsonov', 'John Doman', 'Alex Manette', 'Dante Pereira-Olson', 'Alessandro Nivola', 'Larry Canady', 'Vinicius Damasceno', 'Neo Randall', 'Frank Pando', 'Edward Latham', 'Claire Hsu', 'Denis Ozer', 'Tia-Sophia Begh', 'Lucy Lan Luo', 'Annie Mac-Yang', 'Lilian Tsang', 'Mengqi He', 'Rose De Vera', 'Tian-Lan Chaudhry', 'Ryan Martin Brown', 'Ace Ramsey', 'Silvia Pena', 'Jason Babinsky', 'Jonathan Wilde', 'Ronan Summers', 'Kate Easton', 'Scott Price']",,"['UK', 'USA', 'France']",['English'],"['thriller', 'crime', 'drama']","[datetime.datetime(2021, 9, 21, 0, 0)]"
fw6O,2021,The Suicide Squad,James Gunn,132,"['Margot Robbie', 'Idris Elba', 'John Cena', 'Joel Kinnaman', 'Sylvester Stallone', 'Viola Davis', 'David Dastmalchian', 'Daniela Melchior', 'Michael Rooker', 'Jai Courtney', 'Peter Capaldi', 'Alice Braga', 'Pete Davidson', 'Joaquín Cosío', 'Juan Diego Botto', 'Storm Reid', 'Nathan Fillion', 'Taika Waititi', 'Steve Agee', 'Sean Gunn', 'John Ostrander', 'Flula Borg', 'Mayling Ng', 'Stephen Blackehart', 'Tinashe Kajese', 'Jennifer Holland', 'Fernando Martinez', 'Dee Bradley Baker', 'Jaws']",,['USA'],"['English', 'French', 'Spanish']","['comedy', 'action', 'adventure']","[datetime.datetime(2021, 9, 22, 0, 0)]"
7f62,2014,Clouds of Sils Maria,Olivier Assayas,124,"['Juliette Binoche', 'Kristen Stewart', 'Chloë Grace Moretz', 'Lars Eidinger', 'Johnny Flynn', 'Brady Corbet', 'Hanns Zischler', 'Angela Winkler', 'Nora Waldstätten', 'Aljoscha Stadelmann', 'Claire Tran', 'Stuart Manashil', 'Péter Farkas', 'Ben Posener', 'Ricardia Bramley', 'Luise Berndt', 'Gilles Tschudi', 'Benoit Peverelli', 'Caroline De Maigret', 'Arnold Gramara', 'Sean McDonagh', 'Valery Bukreev', 'Katrin Schmidt', 'Phoebe Lin', 'Katarzyna Nawrotek', 'David Seghezzo', 'Claire-Anne Piguet', 'Wilhelm J. Reitzenstein', 'Jerry Kwarteng']",,"['Germany', 'France', 'Switzerland']","['English', 'German', 'French']",['drama'],"[datetime.datetime(2021, 9, 23, 0, 0)]"
icFU,2019,The Lighthouse,Robert Eggers,109,"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes', 'Kyla Nicolle', 'Shaun Clarke', 'Pierre Richard', 'Preston Hudson', 'Jeff Cruts']",,"['Canada', 'USA']",['English'],"['thriller', 'fantasy', 'drama', 'horror']","[datetime.datetime(2021, 9, 24, 0, 0)]"
fb0K,2017,A Ghost Story,David Lowery,93,"['Casey Affleck', 'Rooney Mara', 'Will Oldham', 'Liz Cardenas Franke', 'Sonia Acevedo', 'Carlos Bermudez', 'Yasmina Gutierrez', 'Brea Grant', 'Augustine Frizzell', 'David Lowery', 'Kesha', 'Rob Zabrecky', 'Grover Coulson', 'Kenneisha Thompson', 'McColm Kona Cephas Jr.', 'Barlow Jacobs', 'Chris Gardner', 'Bryan Pitts']",,['USA'],['English'],"['drama', 'fantasy']","[datetime.datetime(2021, 9, 25, 0, 0)]"
bkGM,2016,Personal Shopper,Olivier Assayas,106,"['Kristen Stewart', 'Lars Eidinger', 'Sigrid Bouaziz', 'Anders Danielsen Lie', 'Ty Olwin', 'Hammou Graïa', 'Nora Waldstätten', 'Benjamin Biolay', 'Audrey Bonnet', 'Pascal Rambert', 'Aurélia Petit', 'Olivia Ross', 'Thibault Lacroix', 'Calypso Valois', 'Benoit Peverelli', 'Dan Belhassen', 'Leo Haidar', 'Mickaël Laplack', 'Vianney Duault', 'Célia Ouallouche', 'Khaled Rawahi', 'Julie Rouart', 'Monika Bastova', 'Jakup Stritezsky', 'Charlotte Caussarieu', 'Charles Gillibert', 'Christina Konstantinidis', 'David Bowles', 'Natasa Novotna']",,"['Belgium', 'Czechia', 'France', 'Germany']","['English', 'Swedish', 'French']","['drama', 'thriller', 'mystery']","[datetime.datetime(2021, 9, 26, 0, 0)]"
2bcK,2000,Memento,Christopher Nolan,113,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior', 'Russ Fega', 'Jorja Fox', 'Stephen Tobolowsky', 'Harriet Sansom Harris', 'Thomas Lennon', 'Callum Keith Rennie', 'Kimberly Campbell', 'Marianne Muellerleile', 'Larry Holden']",,['USA'],['English'],"['thriller', 'mystery']","[datetime.datetime(2021, 9, 26, 0, 0)]"
7bQA,2014,Whiplash,Damien Chazelle,107,"['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell', 'Chris Mulkey', 'Nate Lang', 'Charlie Ian', 'Jayson Blair', 'Kavita Patil', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Kofi Siriboe', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.', 'Adrian Burks', 'Joseph Bruno', 'Michael D. Cohen', 'Jocelyn Ayanna', 'Keenan Henson', 'Janet Hoskins', 'April Grace', ""Clifton 'Fou Fou' Eddie"", 'Calvin C. Winbush', 'Marcus Henderson', 'Tony Baker']",,['USA'],['English'],"['drama', 'music']","[datetime.datetime(2021, 9, 27, 0, 0)]"
8Nhq,2014,Still Alice,"Richard Glatzer, Wash Westmoreland",101,"['Julianne Moore', 'Alec Baldwin', 'Kristen Stewart', 'Kate Bosworth', 'Shane McRae', 'Hunter Parrish', 'Seth Gilliam', 'Stephen Kunken', 'Erin Darke', 'Daniel Gerroll', 'Quincy Tyler Bernstine', 'Maxine Prescott', 'Orlagh Cassidy', 'Rosa Arredondo', 'Zillah Glory', 'Cat Lynch', 'Eha Urbsalu', 'Victoria Cartagena']",,['USA'],['English'],['drama'],"[datetime.datetime(2021, 9, 28, 0, 0)]"
2490,2002,Panic Room,David Fincher,111,"['Jodie Foster', 'Kristen Stewart', 'Forest Whitaker', 'Jared Leto', 'Dwight Yoakam', 'Ann Magnuson', 'Ian Buchanan', 'Patrick Bauchau', 'Paul Schulze', 'Mel Rodriguez', 'Andrew Kevin Walker', 'Richard Conant', 'Paul Simon', 'Victor Thrash', 'Ken Turner', 'Ty Copeman', 'Nicole Kidman']",,['USA'],['English'],"['crime', 'drama', 'thriller']","[datetime.datetime(2021, 10, 5, 0, 0)]"
1CW4,1999,But I'm a Cheerleader,Jamie Babbit,85,"['Natasha Lyonne', 'Clea DuVall', 'Cathy Moriarty', 'RuPaul', 'Melanie Lynskey', 'Katharine Towne', 'Katrina Phillips', 'Joel Michaely', 'Douglas Spain', 'Kip Pardue', 'Eddie Cibrian', 'Michelle Williams', 'Brandt Wille', 'Bud Cort', 'Mink Stole', 'Katie Donahue', 'Danielle Reneau', 'Dante Basco', 'Kyle Thatcher', 'Robert Pine', 'Rachelle Carson', 'Wesley Mann', 'Richard Moll', 'Julie Delpy', 'Charles Braden', 'Ione Skye']",,['USA'],['English'],"['comedy', 'romance']","[datetime.datetime(2021, 10, 10, 0, 0)]"
fgsu,2016,Firebringer,"Nick Lang, Julia Albain",134,"['Lauren Lopez', 'Meredith Stepien', 'Rachael Soglin', 'Denise Donovan', 'Joey Richter', 'Lauren Walker', 'Jaime Lyn Beatty', 'Brian Holden', 'Jamie K. Burns', 'Tiffany Williams', 'Joseph Walker', 'Clark Baxtresser']",,[],['English'],"['comedy', 'music']",[]
owFW,2018,The Guy Who Didn't Like Musicals,Nick Lang,112,"['Jon Matteson', 'Lauren Lopez', 'Joey Richter', 'Jaime Lyn Beatty', 'Corey Dorris', 'Robert Manion', 'Mariah Rose Faith', 'Jeff Blim']",,[],['English'],"['comedy', 'music']",[]
3ySm,2012,Holy Musical B@man!,"Nick Lang, Matt Lang",128,"['Joseph Walker', 'Lauren Lopez', 'Jeff Blim', 'Brian Holden', 'Nick Lang', 'Chris Allen', 'Dylan Saunders', 'Nico Ager', 'Julia Albain', 'Jaime Lyn Beatty', 'Denise Donovan', 'Jim Povolo', 'Meredith Stepien', 'Nicholas Strauss']",,['USA'],['English'],"['comedy', 'music']",[]
fcum,2016,Spies Are Forever,Corey Lubowich,132,"['Curt Mega', 'Mary Kate Wiles', 'Joey Richter', 'Lauren Lopez', 'Joseph Walker', 'Brian Rosenthal', 'Esther Fallick', 'Tessa Netting']",,[],['English'],"['music', 'comedy']",[]
6Og,2011,Starship,Matt Lang,172,"['Joey Richter', 'Joseph Walker', 'Lauren Lopez', 'Brian Holden', 'Jaime Lyn Beatty', 'Jim Povolo', 'Nick Lang', 'Julia Albain', 'Dylan Saunders', 'Meredith Stepien', 'Joe Moses', 'Brant Cox']",,['USA'],['English'],"['action', 'thriller', 'comedy', 'science-fiction']",[]
73Gi,2013,Twisted: The Untold Story of a Royal Vizier,Brian Holden,133,"['Dylan Saunders', 'Rachael Soglin', 'Jeff Blim', 'Meredith Stepien', 'Joseph Walker', 'Nick Gage', 'Jim Povolo', 'Lauren Lopez', 'Jaime Lyn Beatty', 'Denise Donovan', 'Alex Paul', 'Robert Manion', 'Darren Criss']",,['USA'],['English'],"['music', 'comedy']",[]
1JTQ,2009,Adventureland,Greg Mottola,107,"['Jesse Eisenberg', 'Kristen Stewart', 'Martin Starr', 'Kristen Wiig', 'Bill Hader', 'Margarita Levieva', 'Jack Gilpin', 'Josh Pais', 'Wendie Malick', 'Mary Birdsong', 'Matt Bush', 'Paige Howard', 'Dan Bittner', 'Ryan Reynolds', 'Barret Hackney', 'Michael Zegen', 'Kimisha Renee Davis', 'Vanessa Hope', 'Kelsey Ford', 'Ryan McFarland', 'Moe Slinger', 'Todd Cioppa', 'Jesse Slinger', 'Jack Baldwin', 'Stephen Mast', 'Adam Kroloff', 'Kevin Breznahan', 'Marc Grapey', 'Andrew Ransom']",,['USA'],['English'],"['comedy', 'drama']","[datetime.datetime(2021, 10, 15, 0, 0)]"
Sw0,2010,Black Swan,Darren Aronofsky,108,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder', 'Benjamin Millepied', 'Ksenia Solo', 'Kristina Anapau', 'Janet Montgomery', 'Sebastian Stan', 'Toby Hemingway', 'Sergio Torrado', 'Mark Margolis', 'Tina Sloan', 'Abraham Aronofsky', 'Charlotte Aronofsky', 'Marcia Jean Kurtz', ""Shaun O'Hagan"", 'Chris Gartin', 'Deborah Offner', 'Stanley B. Herman', 'Adriene Couvillion', 'Sarah Hay', 'Leslie Lyles', 'John Epperson', 'Patrick Heusinger', 'Anne Bergstedt Jordanova', 'Liam Flaherty', 'Sarah Lane']",,['USA'],"['English', 'French', 'Italian']","['drama', 'thriller', 'horror']","[datetime.datetime(2021, 11, 1, 0, 0)]"
gjfg,2017,Harry Styles: Behind the Album,"Paul Dugdale, David Soutar",50,"['Harry Styles', 'Mitch Rowland', 'Adam Prendegast', 'Alex Salibian', 'Clare Uchima', 'Sarah Jones']",,['UK'],['English'],"['music', 'documentary']",[]
1lJM,2005,Earthlings,Shaun Monson,95,['Joaquin Phoenix'],,['USA'],['English'],['documentary'],"[datetime.datetime(2021, 6, 18, 0, 0)]"
20SA,2007,Like Stars on Earth,Aamir Khan,165,"['Darsheel Safary', 'Aamir Khan', 'Tisca Chopra', 'Vipin Sharma', 'Tanay Chheda', 'Sachet Engineer', 'Girija Oak', 'Bugs Bhargava', 'Shankar Sachdev', 'Lalita Lajmi', 'Ravi Khanvilkar', 'Meghna Malik', 'M. K. Raina']",,['India'],"['Hindi', 'English']",['drama'],[]
7KXc,2015,American Ultra,Nima Nourizadeh,96,"['Jesse Eisenberg', 'Kristen Stewart', 'Topher Grace', 'Connie Britton', 'Walton Goggins', 'John Leguizamo', 'Bill Pullman', 'Tony Hale', 'Stuart Greer', 'Michael Papajohn', 'Monique Ganderton', 'Nash Edgerton', ""Paul Andrew O'Connor"", 'Freddie Poole', 'Ilram Choi', 'James Bendishaw', 'Lavell Crawford', 'Sam Malone', 'Jim Klock', 'Wayne Pére', 'Gabe Begneaud', 'Rachel Wulff', 'Lyle Brocato', 'Don Yesso', 'Jack Yang', 'Vic Chao', 'Johnny McPhail', 'Nick Stanner', 'Eyad Elbitar']",,"['Switzerland', 'USA']",['English'],"['action', 'comedy']","[datetime.datetime(2021, 11, 12, 0, 0)]"
oIv0,2020,Shiva Baby,Emma Seligman,78,"['Rachel Sennott', 'Molly Gordon', 'Polly Draper', 'Danny Deferrari', 'Fred Melamed', 'Dianna Agron', 'Glynis Bell', 'Sondra James', 'Deborah Offner', 'Rita Gardner', 'Jackie Hoffman', 'Vivien Landau', 'Cilda Shaur', 'Richard Brundage', 'Noemie Zysermann', 'Ted Seligman', 'Edgar Harmanci', 'Robin Wesley-Peck', 'Ariel Eliaz']",https://a.ltrbxd.com/resized/film-poster/5/8/9/0/9/3/589093-shiva-baby-0-230-0-345-crop.jpg?k=9bd50da8cc,['USA'],"['English', 'Hebrew\xa0(modern)']","['comedy', 'drama']","[datetime.datetime(2021, 11, 21, 0, 0), datetime.datetime(2022, 1, 8, 0, 0)]"
